29009,0.4063,0.7379
28950,0.4071,0.7245
28952,0.4061,0.7078
28982,0.4079,0.6824
29157,0.4050,0.6595
29084,0.4048,0.7272
29276,0.4075,0.6027
29081,0.4090,0.6531
28895,0.4073,0.7309
29001,0.4076,0.7220
28976,0.4078,0.7174
28997,0.4078,0.6915
29045,0.4057,0.6839
28955,0.4077,0.6766
28835,0.4070,0.7373
28411,0.4141,0.9195
28137,0.4142,1.0156
28996,0.4111,0.5990
28026,0.4126,0.9770
28193,0.4129,0.9780
28224,0.4105,0.9666
28406,0.4134,0.8650
28162,0.4138,0.9874
28698,0.4108,0.7000
28449,0.4129,0.8732
28133,0.4107,1.0459
28280,0.4130,0.9660
28323,0.4150,0.8883
28221,0.4140,0.9830
28298,0.4132,0.9483
28871,0.4105,0.5918
28278,0.4131,0.9826
28332,0.4115,0.9067
28061,0.4123,1.0613
28312,0.4115,0.9234
28235,0.4135,0.9468
27856,0.4143,1.0990
29067,0.4092,0.5790
28286,0.4166,0.8947
27961,0.4145,0.9802
28307,0.4130,0.9188
28205,0.4124,0.9695
28161,0.4130,0.9515
28148,0.4115,1.0600
28667,0.4106,0.5900
28274,0.4164,0.9108
28269,0.4125,0.9909
28039,0.4146,0.9821
28255,0.4111,0.9365
28201,0.4153,0.9497
28737,0.4106,0.6568
28356,0.4135,0.9338
28161,0.4146,0.8927
28377,0.4119,0.9410
28251,0.4125,1.0618
28101,0.4159,0.9332
27887,0.4148,1.0167
29167,0.4089,0.5553
28118,0.4134,0.9486
28269,0.4133,0.9438
28190,0.4142,1.0116
28070,0.4121,0.9244
28341,0.4117,0.9175
28546,0.4110,0.8829
28858,0.4109,0.7284
27845,0.4128,0.9892
28295,0.4118,1.0218
28025,0.4123,1.0288
28124,0.4122,0.9614
28143,0.4126,1.0023
28617,0.4105,0.6529
28591,0.4100,0.8971
28126,0.4129,1.0263
27976,0.4149,0.9450
28078,0.4133,0.9281
28342,0.4164,0.9891
27985,0.4154,1.0970
28984,0.4109,0.6158
28220,0.4117,0.9689
28373,0.4107,0.8833
28268,0.4085,0.9859
28484,0.4098,0.8882
28441,0.4095,0.9264
28475,0.4071,0.9281
28802,0.4046,0.7551
29163,0.4035,0.6214
28650,0.4061,0.8740
28753,0.4071,0.8226
28789,0.4054,0.8254
28698,0.4059,0.8530
28574,0.4078,0.8461
28705,0.4065,0.8462
29212,0.4018,0.6608
28989,0.4052,0.7540
28792,0.4065,0.8047
28739,0.4056,0.7935
28608,0.4055,0.8912
28760,0.4080,0.7770
28798,0.4075,0.7969
28843,0.4083,0.7650
28920,0.4049,0.7565
29344,0.4021,0.5886
28834,0.4049,0.7832
28702,0.4084,0.7842
28708,0.4046,0.8004
28705,0.4087,0.8160
28750,0.4086,0.8032
28668,0.4061,0.8006
29268,0.4011,0.5889
28930,0.4072,0.8165
28822,0.4061,0.8028
28799,0.4088,0.8288
28744,0.4070,0.8242
28742,0.4070,0.8199
28818,0.4057,0.8341
28768,0.4055,0.8008
29075,0.4020,0.7111
29121,0.4062,0.7200
28877,0.4062,0.7618
28789,0.4049,0.8315
28799,0.4080,0.7735
28766,0.4096,0.7759
28742,0.4086,0.8045
28791,0.4079,0.7923
28991,0.4028,0.7546
29316,0.4034,0.6088
28783,0.4102,0.7653
28813,0.4097,0.7175
28859,0.4080,0.7312
28836,0.4098,0.8003
28922,0.4085,0.7619
28849,0.4077,0.7828
28870,0.4087,0.7384
29461,0.4037,0.5472
28766,0.4071,0.7994
28853,0.4117,0.7468
28942,0.4107,0.7092
28861,0.4096,0.7040
28824,0.4113,0.7851
28945,0.4121,0.7074
28939,0.4088,0.6894
29097,0.4011,0.6709
29554,0.4015,0.5886
29089,0.4007,0.7120
29160,0.3879,0.6619
29158,0.3853,0.6626
29277,0.3843,0.6593
29117,0.3477,0.6628
29266,0.3406,0.6401
29266,0.3391,0.6747
29251,0.3455,0.6628
29240,0.3512,0.6555
29204,0.3465,0.6790
29318,0.3092,0.6420
29454,0.2989,0.6162
29592,0.3014,0.6253
29228,0.3109,0.6488
29254,0.3092,0.6657
29285,0.3111,0.6605
29229,0.3151,0.6569
29156,0.3093,0.6712
29260,0.3133,0.6578
29203,0.3128,0.6622
29239,0.3114,0.6709
29277,0.3088,0.6535
29225,0.3112,0.6535
29185,0.3102,0.6601
29357,0.3093,0.6519
29416,0.3019,0.6287
29506,0.2993,0.6159
29382,0.3098,0.6432
29077,0.3136,0.7088
29235,0.3076,0.6785
29160,0.3107,0.6570
29240,0.3107,0.6616
29174,0.3114,0.6625
29298,0.3136,0.6609
29176,0.3102,0.6774
29354,0.3133,0.6515
29218,0.3074,0.6722
29195,0.3060,0.6747
29311,0.3099,0.6608
29331,0.3056,0.6547
29484,0.3018,0.6132
29478,0.3104,0.6476
29236,0.3133,0.6668
29223,0.3120,0.6638
29140,0.3096,0.6722
29154,0.3032,0.7204
29164,0.3047,0.6926
29319,0.3054,0.6569
29262,0.3072,0.6704
29269,0.3077,0.6618
29234,0.3075,0.6613
